Master_Record_Number,County,City,Date,Year,Crash_Type,Cross_Street,Primary_Factor,Manner_of_Collision,Injury_Status,Light_Conditions,Weather_Conditions,Surface_Conditions,Latitude,Longitude,Nature_of_Injury,Fatal_SSI
904734232,MARION,INDIANAPOLIS,6/3/25,2025,Pedalcyclist,SHELBY ST & BEECHER ST,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,REFUSED,DAYLIGHT,CLEAR,DRY,39.74175855,-86.13997936,ABRASION,Other
904734344,MARION,INDIANAPOLIS,6/3/25,2025,Pedalcyclist,CHURCHMAN AVENUE & CAMBER LANE,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,REAR END,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.70461954,-86.05968398,COMPLAINT OF PAIN,Other
904735098,MARION,INDIANAPOLIS,6/5/25,2025,Pedalcyclist,N. SHERIDAN AVE. & E. 42ND ST.,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,RAIN,WET,39.83305007,-86.0601435,MINOR BLEEDING,Other
904735169,MARION,INDIANAPOLIS,6/5/25,2025,Pedestrian,N SHADELAND AVE & E. 21ST STREET,FAILURE TO YIELD RIGHT OF WAY,NON-COLLISION,NON-INCAPACITATING,DAYLIGHT,RAIN,WATER (STANDING OR MOVING),39.79656863,-86.04568583,COMPLAINT OF PAIN,Other
904735582,SHELBY,,6/5/25,2025,Pedalcyclist,WEST FRANKLIN & SOUTH HARRISON,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RIGHT ANGLE,UNKNOWN,DAYLIGHT,RAIN,WET,39.5251738,-85.77748,NONE VISIBLE,Other
904737193,SHELBY,,6/6/25,2025,Pedalcyclist,W FRANKLIN ST & TOMKINS ST,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,UNKNOWN,DAYLIGHT,CLEAR,DRY,39.52517128,-85.77840728,FRACTURE/DISLOCATION,SSI
904737852,MARION,INDIANAPOLIS,6/7/25,2025,Pedestrian,W MOORESVILLE RD & WYCLIFF E DR,OVERCORRECTING/OVERSTEERING,RAN OFF ROAD,NON-INCAPACITATING,DAYLIGHT,CLOUDY,DRY,39.69454415,-86.2642982,COMPLAINT OF PAIN,Other
904737980,MARION,INDIANAPOLIS,6/7/25,2025,Pedestrian,W 34TH ST & GEORGETOWN RD,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,POSSIBLE,DAYLIGHT,RAIN,WET,39.81672021,-86.23980656,COMPLAINT OF PAIN,Other
904739253,MARION,INDIANAPOLIS,6/10/25,2025,Pedalcyclist,PROSPECT ST & S STATE AVE,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.7523724,-86.1306653,COMPLAINT OF PAIN,Other
904740260,MARION,INDIANAPOLIS,6/11/25,2025,Pedalcyclist,N EMERSON AVE & E 34TH STREET,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.81835999,-86.08370196,MINOR BLEEDING,Other
904740549,MARION,INDIANAPOLIS,6/12/25,2025,Pedalcyclist,S GIRLS SCHOOL RD & W MCCARTY ST,IMPROPER TURNING,OTHER - EXPLAIN IN NARRATIVE,POSSIBLE,DAYLIGHT,CLEAR,DRY,39.75330465,-86.28909942,COMPLAINT OF PAIN,Other
904740557,MARION,INDIANAPOLIS,6/12/25,2025,Pedestrian,N KEYSTONE AVE & E 63RD ST,IMPROPER PASSING,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.87120081,-86.12226562,MINOR BLEEDING,Other
904741543,MARION,INDIANAPOLIS,6/13/25,2025,Pedestrian,14TH ST & N WARMAN AVE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DAYLIGHT,CLOUDY,DRY,39.7859954,-86.20625353,ABRASION,Other
904742567,MARION,INDIANAPOLIS,6/15/25,2025,Pedestrian,N LINWOOD AVE  & E ST CLAIR ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.77830899,-86.09271502,COMPLAINT OF PAIN,Other
904742685,MARION,INDIANAPOLIS,6/16/25,2025,Pedestrian,E 10TH ST & N CHESTER AVE,PEDESTRIAN ACTION,COLLISION WITH OBJECT IN ROAD,NON-INCAPACITATING,DAYLIGHT,CLOUDY,DRY,39.7813393,-86.098808,COMPLAINT OF PAIN,Other
904743098,MARION,INDIANAPOLIS,6/16/25,2025,Pedestrian,FALL CREEK BLVD & DR MARTIN LUTHER KING JR ST,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,UNKNOWN,DAYLIGHT,CLEAR,DRY,39.797826,-86.16927197,COMPLAINT OF PAIN,Other
904743159,MARION,INDIANAPOLIS,6/15/25,2025,Pedestrian,W MICHIGAN ST & LYNN ST,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.77470398,-86.19484902,ABRASION,Other
904743278,MARION,INDIANAPOLIS,6/14/25,2025,Pedestrian,PIXEL DR. & LAFAYETE RD,FAILURE TO MAINTAIN LANE,RAN OFF ROAD,FATAL,DAYLIGHT,CLOUDY,DRY,39.79952636,-86.20865455,CRUSH INJURY,Fatal
904743374,MARION,INDIANAPOLIS,6/17/25,2025,Pedestrian,SHERBURNE LN,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLOUDY,WET,39.8223428,-86.2181193,FRACTURE/DISLOCATION,SSI
904743942,MARION,INDIANAPOLIS,6/17/25,2025,Pedestrian,E 42ND ST & N COLLEGE AVE,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.83230991,-86.14516844,COMPLAINT OF PAIN,Other
904743954,MARION,INDIANAPOLIS,6/9/25,2025,Pedalcyclist,ARLENE DR & MARIANNE AVE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,POSSIBLE,DAWN/DUSK,CLEAR,DRY,39.79522211,-86.03787134,COMPLAINT OF PAIN,Other
904744786,MARION,BEECH GROVE,6/18/25,2025,Pedestrian,ST JOHN CT N,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OPPOSITE DIRECTION SIDESWIPE,POSSIBLE,DAYLIGHT,CLEAR,DRY,39.6994104,-86.0872356,ABRASION,Other
904745406,MARION,INDIANAPOLIS,6/19/25,2025,Pedalcyclist,SOUTHERN PLAZA DR & DECLARATION DR,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.7029521,-86.155401,FRACTURE/DISLOCATION,SSI
904746105,MARION,INDIANAPOLIS,6/20/25,2025,Pedalcyclist,VERMONT ST/DELAWARE ST & VERMONT ST/DELAWARE ST,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,,DARK (LIGHTED),CLEAR,DRY,39.77261999,-86.15423098,,Other
904746173,MARION,INDIANAPOLIS,6/21/25,2025,Pedestrian,N PENNSYLVANIA ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,POSSIBLE,DAYLIGHT,CLEAR,DRY,39.78705298,-86.15567703,COMPLAINT OF PAIN,Other
904746387,MARION,INDIANAPOLIS,6/4/25,2025,Pedestrian,E. 38TH STREET & N. PARKER AVENUE,PEDESTRIAN ACTION,COLLISION WITH OBJECT IN ROAD,FATAL,DARK (NOT LIGHTED),CLOUDY,DRY,39.82531783,-86.11304503,CRUSH INJURY,Fatal
904747344,MARION,INDIANAPOLIS,6/7/25,2025,Pedalcyclist,W WASHINGTON ST & S TIBBS AV,DISREGARD SIGNAL/REG SIGN,REAR END,INCAPACITATING,DARK (LIGHTED),RAIN,WET,39.76232869,-86.22011135,SEVERE BLEEDING,SSI
904747914,MARION,INDIANAPOLIS,6/18/25,2025,Pedalcyclist,NORTH COLLEGE AVENUE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLOUDY,DRY,39.86341991,-86.14611348,COMPLAINT OF PAIN,Other
904747979,MARION,INDIANAPOLIS,6/25/25,2025,Pedestrian,E 25TH ST & SHELDON ST,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAWN/DUSK,CLEAR,DRY,39.80333239,-86.13325229,MINOR BLEEDING,Other
904748611,MARION,INDIANAPOLIS,6/25/25,2025,Pedestrian,COLONEL H WEIR COOK MEMORIAL D & QTA RD,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,UNKNOWN,DAYLIGHT,CLOUDY,DRY,39.71504244,-86.29918703,COMPLAINT OF PAIN,Other
904748629,SHELBY,,6/20/25,2025,Pedestrian,E MICHIGAN RD & MIDDLETOWN ROAD,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.45642367,-85.64131478,INTERNAL,SSI
904749733,MARION,INDIANAPOLIS,6/26/25,2025,Pedestrian,E WASHINGTON ST & SOUTHEASTERN AVE,PEDESTRIAN ACTION,RIGHT ANGLE,INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.766925,-86.1404987,ABRASION,Other
904749839,MARION,INDIANAPOLIS,6/26/25,2025,Pedalcyclist,N. ILLINOIS STREET & W. 19TH,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,UNKNOWN,DAYLIGHT,CLEAR,DRY,39.79196776,-86.15907715,COMPLAINT OF PAIN,Other
904751077,SHELBY,,6/27/25,2025,Pedalcyclist,N HARRISON ST & W WASHINGTON STREET,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.52470992,-85.77711445,FRACTURE/DISLOCATION,SSI
904751187,MARION,INDIANAPOLIS,6/23/25,2025,Pedalcyclist,S POST RD & E RAYMOND ST,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.74013467,-86.00844639,COMPLAINT OF PAIN,Other
904751866,MARION,INDIANAPOLIS,6/29/25,2025,Pedalcyclist,86TH STREET & N COLLEGE AVE,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,POSSIBLE,DAYLIGHT,CLEAR,DRY,39.91267433,-86.14589088,COMPLAINT OF PAIN,Other
904752099,MARION,INDIANAPOLIS,6/30/25,2025,Pedestrian,MARYLAND ST. & WASHINGTON ST. ,VIEW OBSTRUCTED,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.76561312,-86.15626028,COMPLAINT OF PAIN,Other
904752306,MARION,INDIANAPOLIS,6/28/25,2025,Pedestrian,DITCH ROAD & 86TH STREET,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.91209137,-86.18409943,COMPLAINT OF PAIN,Other
904755044,MARION,INDIANAPOLIS,6/27/25,2025,Pedestrian,E 75TH ST & N SHADELAND AVE,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.89070161,-86.04743336,INTERNAL,SSI
904760306,MARION,INDIANAPOLIS,6/27/25,2025,Pedalcyclist,E. WASHINGTON ST. & KEALING AVE.,UNSAFE SPEED,REAR END,INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.76912209,-86.10384455,UNCONSCIOUSNESS,SSI
904753976,MARION,INDIANAPOLIS,7/1/25,2025,Pedestrian,E 38TH ST & N KEYSTONE AVE,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,POSSIBLE,DAYLIGHT,CLEAR,DRY,39.8253986,-86.121238,COMPLAINT OF PAIN,Other
904755495,MARION,INDIANAPOLIS,7/4/25,2025,Pedestrian,WINAGTE DR,UNSAFE BACKING,BACKING CRASH,NON-INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.8257672,-85.9826457,COMPLAINT OF PAIN,Other
904755507,MARION,INDIANAPOLIS,7/4/25,2025,Pedalcyclist,S LYNHURST DR & W MORRIS ST,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.75051697,-86.25020299,COMPLAINT OF PAIN,Other
904755547,MARION,INDIANAPOLIS,7/5/25,2025,Pedestrian,BRADDOCK RD & PAYNE RD,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,COLLISION WITH ANIMAL OTHER,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.90565601,-86.22928193,COMPLAINT OF PAIN,Other
904756568,MARION,INDIANAPOLIS,7/8/25,2025,Pedestrian,KENTUCKY AVE & S TIBBS AVE,PEDESTRIAN ACTION,REAR END,FATAL,DARK (LIGHTED),CLEAR,DRY,39.7238963,-86.21734673,INTERNAL,Fatal
904756832,MARION,INDIANAPOLIS,7/6/25,2025,Pedestrian,27TH STREET & FRANKLIN PL,PEDESTRIAN ACTION,NON-COLLISION,INCAPACITATING,DARK (LIGHTED),CLOUDY,DRY,39.80554955,-86.17332092,INTERNAL,SSI
904756949,MARION,INDIANAPOLIS,7/7/25,2025,Pedalcyclist,W PERIMETER RD & N ACCESS RD,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,UNKNOWN,DAYLIGHT,CLEAR,DRY,39.7019489,-86.32169917,COMPLAINT OF PAIN,Other
904757198,MARION,INDIANAPOLIS,7/5/25,2025,Pedestrian,BROAD RIPPLE AVE & MONON TRAIL,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.86973857,-86.14128507,COMPLAINT OF PAIN,Other
904757222,MARION,INDIANAPOLIS,7/7/25,2025,Pedestrian,1100 E & 86TH ST,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RIGHT TURN,NON-INCAPACITATING,DAYLIGHT,CLOUDY,DRY,39.91263801,-86.13969394,COMPLAINT OF PAIN,Other
904758096,MARION,INDIANAPOLIS,7/10/25,2025,Pedalcyclist,E 52ND ST & MONON TRAIL,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.84709248,-86.14046457,COMPLAINT OF PAIN,Other
904758670,MARION,INDIANAPOLIS,7/10/25,2025,Pedalcyclist,N. ILLINOIS ST & W MICHIGAN ST,FAILURE TO YIELD RIGHT OF WAY,RIGHT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.77416864,-86.15994941,CONTUSION/BRUISE,Other
904760228,MARION,INDIANAPOLIS,7/13/25,2025,Pedalcyclist,N MERIDIAN STREET & E 34TH STREET,FOLLOWING TOO CLOSELY,REAR END,NOT REPORTED,DARK (LIGHTED),CLEAR,DRY,39.8174547,-86.15684019,NONE VISIBLE,Other
904760316,MARION,INDIANAPOLIS,7/3/25,2025,Pedalcyclist,30TH STREET & MONON TRIAL ,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.81078843,-86.13741446,COMPLAINT OF PAIN,Other
904760332,MARION,INDIANAPOLIS,7/14/25,2025,Pedestrian,NORTH DELAWARE STREET & EAST HUDSON STREET,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,UNKNOWN,DAYLIGHT,CLEAR,DRY,39.77053635,-86.15408769,COMPLAINT OF PAIN,Other
904761011,MARION,INDIANAPOLIS,7/15/25,2025,Pedestrian,ZIONSVILLE RD,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.9048601,-86.2602635,ABRASION,Other
904762458,MARION,INDIANAPOLIS,7/10/25,2025,Pedalcyclist,TANSEL RD & CRAWFORDSVILLE RD,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.81578757,-86.32237035,MINOR BLEEDING,Other
904762504,MARION,INDIANAPOLIS,7/17/25,2025,Pedalcyclist,E NORTH ST & N MERIDIAN ST,DISREGARD SIGNAL/REG SIGN,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.77555405,-86.15771404,UNCONSCIOUSNESS,SSI
904762908,MARION,INDIANAPOLIS,7/17/25,2025,Pedalcyclist,W 38TH ST & N LE SABRE DR,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.8237063,-86.2413026,COMPLAINT OF PAIN,Other
904763976,SHELBY,,7/18/25,2025,Pedalcyclist,S WEST STREET & COLESCOTT STREET,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.51769902,-85.78172316,ABRASION,Other
904764565,MARION,INDIANAPOLIS,7/20/25,2025,Pedalcyclist,N RURAL ST & E 62ND ST,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLOUDY,DRY,39.86868591,-86.11756107,MINOR BLEEDING,Other
904764800,MARION,INDIANAPOLIS,7/21/25,2025,Pedalcyclist,ALLISONVILLE & 82ND,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,POSSIBLE,DAYLIGHT,CLEAR,DRY,39.90601734,-86.07801564,COMPLAINT OF PAIN,Other
904765019,MARION,INDIANAPOLIS,7/16/25,2025,Pedalcyclist,LISMORE LN,VIEW OBSTRUCTED,RIGHT ANGLE,,DAYLIGHT,CLEAR,DRY,39.64474408,-86.14056693,,Other
904765638,SHELBY,,7/17/25,2025,Pedalcyclist,AMOS ROAD & ST. RD. 44,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,POSSIBLE,DAYLIGHT,CLEAR,DRY,39.52129094,-85.7614584,COMPLAINT OF PAIN,Other
904765696,MARION,INDIANAPOLIS,7/22/25,2025,Pedalcyclist,COMPTON ST & E 61ST ST,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.8655672,-86.13889566,MINOR BLEEDING,Other
904766450,MARION,INDIANAPOLIS,7/18/25,2025,Pedalcyclist,LYNHURST DR & MILLER ST,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,FATAL,DAYLIGHT,CLEAR,DRY,39.7454811,-86.2502115,INTERNAL,Fatal
904766460,MARION,INDIANAPOLIS,7/23/25,2025,Pedalcyclist,SOUTH WARMAN AVENUE & OLIVER AVENUE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.7576969,-86.2064179,COMPLAINT OF PAIN,Other
904766593,MARION,INDIANAPOLIS,7/24/25,2025,Pedalcyclist,E SOUTH ST & S NEW JERSEY ST,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.76128336,-86.15105143,MINOR BLEEDING,Other
904768681,MARION,INDIANAPOLIS,7/25/25,2025,Pedestrian,N HIGH SCHOOL,UNSAFE BACKING,REAR END,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.86015191,-86.27370373,CRUSH INJURY,SSI
904769271,MARION,INDIANAPOLIS,7/28/25,2025,Pedestrian,FRANKLIN ROAD & MIDSUMMER DRIVE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,INCAPACITATING,DARK (NOT LIGHTED),RAIN,WET,39.71019471,-86.01765206,INTERNAL,SSI
904769598,SHELBY,,7/29/25,2025,Pedestrian,S HARRISON ST & E BROADWAY ST,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,NON-INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.52295855,-85.77701896,CONTUSION/BRUISE,Other
904769641,MARION,INDIANAPOLIS,7/21/25,2025,Pedalcyclist,E 25HT ST  & MONON TRAIL,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLOUDY,DRY,39.80322401,-86.13931336,COMPLAINT OF PAIN,Other
904769664,MARION,INDIANAPOLIS,7/26/25,2025,Pedestrian,E 38TH ST,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,POSSIBLE,DAYLIGHT,CLEAR,DRY,39.8263987,-85.9923988,COMPLAINT OF PAIN,Other
904769987,MARION,INDIANAPOLIS,7/29/25,2025,Pedestrian,ROOSES WAY,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.66020711,-86.1909813,COMPLAINT OF PAIN,Other
904770250,MARION,INDIANAPOLIS,7/28/25,2025,Pedalcyclist,NEW BETHEL BLVD & HEMINGWAY DR,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,RIGHT ANGLE,NON-INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.69212191,-86.01132945,COMPLAINT OF PAIN,Other
904771141,MARION,INDIANAPOLIS,7/30/25,2025,Pedestrian,W 38TH ST & BOULEVARD PL,PEDESTRIAN ACTION,RIGHT ANGLE,FATAL,DARK (NOT LIGHTED),CLEAR,DRY,39.82491376,-86.1636444,CRUSH INJURY,Fatal
904771733,MARION,INDIANAPOLIS,7/31/25,2025,Pedestrian,E 16TH ST & MONON TR,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,POSSIBLE,DAYLIGHT,CLOUDY,WET,39.78851171,-86.14011252,COMPLAINT OF PAIN,Other
904772926,MARION,INDIANAPOLIS,7/29/25,2025,Pedestrian,E MARYLAND ST & S MERIDIAN ST,PEDESTRIAN ACTION,RIGHT ANGLE,INCAPACITATING,DARK (LIGHTED),CLEAR,DRY,39.76565848,-86.15808955,INTERNAL,SSI
904772945,MARION,INDIANAPOLIS,7/30/25,2025,Pedalcyclist,PARK & E NEW YORK ST,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,POSSIBLE,DAYLIGHT,CLEAR,DRY,39.7710435,-86.14716759,COMPLAINT OF PAIN,Other
904775140,SHELBY,,7/20/25,2025,Pedestrian,SR 9  NB & 29.3 MM,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,OTHER - EXPLAIN IN NARRATIVE,NOT REPORTED,DAWN/DUSK,CLEAR,DRY,39.53805336,-85.77570684,NONE VISIBLE,Other
904785230,SHELBY,,7/30/25,2025,Pedestrian,I-74 WB,PEDESTRIAN ACTION,OTHER - EXPLAIN IN NARRATIVE,FATAL,DARK (NOT LIGHTED),CLEAR,WET,39.61873996,-85.87066144,UNCONSCIOUSNESS,Fatal
904773438,MARION,INDIANAPOLIS,8/4/25,2025,Pedalcyclist,52ND ST. & MONON TRAIL,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,POSSIBLE,DAYLIGHT,CLOUDY,DRY,39.84703439,-86.14049851,COMPLAINT OF PAIN,Other
904774466,MARION,INDIANAPOLIS,8/5/25,2025,Pedalcyclist,N LUETT AVE & W MICHIGAN ST,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.77391451,-86.2241613,ABRASION,Other
904775220,MARION,INDIANAPOLIS,8/6/25,2025,Pedalcyclist,W MICHIGAN ST & N ILLINOIS ST,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,NOT REPORTED,DAYLIGHT,CLEAR,DRY,39.77414402,-86.15960231,NONE VISIBLE,Other
904777243,MARION,INDIANAPOLIS,8/7/25,2025,Pedalcyclist,MICHIGAN STREET & ILLINOIS STREET ,DISREGARD SIGNAL/REG SIGN,LEFT TURN,REFUSED,DAYLIGHT,CLEAR,DRY,39.77420781,-86.15968656,ABRASION,Other
904777320,MARION,INDIANAPOLIS,8/6/25,2025,Pedalcyclist,N TIBBS AVE & W 18TH ST,FOLLOWING TOO CLOSELY,REAR END,FATAL,DARK (LIGHTED),CLEAR,DRY,39.79004343,-86.21583405,INTERNAL,Fatal
904777585,MARION,INDIANAPOLIS,8/7/25,2025,Pedalcyclist,DIETZ ST & E TROY AVE,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NOT REPORTED,DAYLIGHT,CLEAR,DRY,39.72306102,-86.12832202,NONE VISIBLE,Other
904777788,MARION,INDIANAPOLIS,8/9/25,2025,Pedalcyclist,BRIDGEPORT ROAD & JACKSON STREET,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,NON-INCAPACITATING,DARK (NOT LIGHTED),CLEAR,DRY,39.7612752,-86.31733914,COMPLAINT OF PAIN,Other
904779709,MARION,INDIANAPOLIS,8/13/25,2025,Pedalcyclist,SHELBY ST.,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.73908183,-86.13965204,COMPLAINT OF PAIN,Other
904781791,MARION,INDIANAPOLIS,8/15/25,2025,Pedalcyclist,E. 21ST STREET & N. SHADELAND AVENUE,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,INCAPACITATING,DAYLIGHT,CLOUDY,DRY,39.79650066,-86.04537835,COMPLAINT OF PAIN,Other
904782194,MARION,INDIANAPOLIS,8/17/25,2025,Pedalcyclist,30TH ST. & MONON TR.,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,POSSIBLE,DAYLIGHT,RAIN,WET,39.81069301,-86.13739553,COMPLAINT OF PAIN,Other
904782254,MARION,INDIANAPOLIS,8/17/25,2025,Pedalcyclist,GUILFORD AVE & E 64TH ST,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.87149703,-86.14290821,ABRASION,Other
904786236,MARION,INDIANAPOLIS,8/22/25,2025,Pedalcyclist,S SHERMAN DR & ALODA ST,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,FATAL,DAYLIGHT,CLEAR,DRY,39.74809789,-86.10198239,FRACTURE/DISLOCATION,Fatal
904786380,MARION,INDIANAPOLIS,8/23/25,2025,Pedalcyclist,HIGH SCHOOL RD & ROCKVILLE RD,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NOT REPORTED,DARK (LIGHTED),CLEAR,DRY,39.7646549,-86.26984565,NONE VISIBLE,Other
904787383,MARION,INDIANAPOLIS,8/25/25,2025,Pedalcyclist,W MICHIGAN ST & BLAKE ST,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NON-INCAPACITATING,DAYLIGHT,CLEAR,DRY,39.77443119,-86.17324511,MINOR BLEEDING,Other
